release_note_date,smushed_event_type,format_event_type,legacy_event_types,admin_interest,security_interest,event_type_description,event_type_tags
2016.2,systemagentldaprealtimesync,system.agent.ldap.realtimesync,system.agent.ldap.realtimesync,1,0,Fired when LDAP Delegated Authentication is used to sign in and a user profile is updated using RealTimeSync action. Can be used by admins to identify user profile changes resulting from corresponding changes in the LDAP directory. The previous name for this event was system.agent.ad.realtimesync.,ldap-app
2022.02.0,systemagentldapreconnect,system.agent.ldap.reconnect,app.ldap.agent.reconnected,0,0,Reconnect LDAP agent to Okta.,ldap-app
2016.2,systemagentldapresetuserpassword,system.agent.ldap.reset_user_password,app.ldap.agent.password_reset|app.ldap.agent.password_reset.error|app.ldap.agent.password_reset.timeout|app.ldap.password.reset.constraint.error|app.ldap.password.reset.failed|app.ldap.password.reset.invalid.old.password|app.ldap.password.reset.succeeded|app.ldap.password.reset.systemic.error|app.ldap.password_reset.attribs_not_set|app.ldap.password_reset.new_confirm_password_empty|app.ldap.password_reset.new_password_empty|app.ldap.password_reset.old_new_passwords_equal|app.ldap.password_reset.old_password_empty|app.ldap.password_reset.passwords_do_not_match|app.ldap.password_reset.restriction.error,0,0,LDAP agent performed a password reset.,ldap-app
2016.2,systemagentldapunlockuseraccount,system.agent.ldap.unlock_user_account,app.ldap.unlock.account.failed|app.ldap.unlock.account.succeeded,0,0,LDAP agent performed account unlock for User.,ldap-app
2016.45,systemagentldapupdateuser,system.agent.ldap.update_user,system.agent.ldap.update_user,0,0,Fired when LDAP Delegated Authentication is used to sign in and a user profile is updated. Can be used by admins to identify user profile changes resulting from corresponding changes in the LDAP directory. The previous name for this event was system.agent.ad.update_user.,ldap-app
2021.10.0,systemagentldapupdateuserpassword,system.agent.ldap.update_user_password,"app.ldap.agent.password_update|app.ldap.agent.password_update.error
",0,0,Perform update user password by LDAP agent.,ldap-app
2016.2,systemagentpoolsautoupdate,system.agent_pools.auto_update,system.agent_pools.auto_update,0,0,Fired when the status of an agent pool auto-update is changed. Confirms an agent pool auto-update status change and provides troubleshooting information. Indicates when the status of an agent pool auto-update is changed.,ad-agent|agent-pool
2021.10.0,systemapitokencreate,system.api_token.create,api.token.create,1,1,Create API token.,event-hook-eligible|token
2016.12,systemapitokenenable,system.api_token.enable,api.token.enable,1,1,Enable API token.,token
2016.12,systemapitokenrevoke,system.api_token.revoke,api.token.revoke,1,1,Revoke API token.,event-hook-eligible|token
2016.12,systembillingsmsusagesent,system.billing.sms_usage_sent,core.billing.sms_usage_sent,1,0,Indicates that a report for SMS usage was sent to the billing system.,admin|billing
2018.36,systembrandupdate,system.brand.update,system.brand.update,1,0,This event is fired when the brand resource is updated. Developer and org admins can use this event to identify when the brand resource was updated. The event contains information regarding specific updates made to brand like customPrivacyPolicyUrl.,admin
2021.08.0,systemcaptchacreate,system.captcha.create,system.captcha.create,1,1,A captcha instance is created for Sign-in Widget. Indicates when a captcha instance was created. This event is fired when org admin creates a captcha instance.,captcha|system
2021.05.1,systemcaptchadelete,system.captcha.delete,system.captcha.delete,1,1,A captcha instance is deleted. Indicates when a captcha instance was deleted. This event is fired when org admin deletes a captcha instance.,captcha|system
2021.05.1,systemcaptchaupdate,system.captcha.update,system.captcha.update,1,1,A captcha instance is updated. Indicates when a captcha instance was updated. This event is fired when org admin updates a captcha instance.,captcha|system
2021.05.1,systemclientconcurrencyratelimitnotification,system.client.concurrency_rate_limit.notification,system.client.concurrency_rate_limit.notification,0,0,Notify when too many requests in flight for client. This can be used to notify whenever there are too many concurrent requests from a client without enforcing any violation. When fired this event contains information about the request such as client device and ip details.,system
2020.09.4,systemclientconcurrencyratelimitviolation,system.client.concurrency_rate_limit.violation,system.client.concurrency_rate_limit.violation,0,0,Too many requests in flight for client. This can be used to track if there are too many concurrent requests from a client. When fired this event contains information about the request such as client device and ip details.,system
2020.06.1,systemclientratelimitnotification,system.client.rate_limit.notification,system.client.rate_limit.notification,0,0,Notify when client rate limits are exceeded. This can be used to notify whenever a client is exceeding its rate limit without enforcing any violation. When fired this event contains information about the request such as client device and ip details.,system
2020.09.4,systemclientratelimitviolation,system.client.rate_limit.violation,system.client.rate_limit.violation,0,0,Client rate limit violation. This can be used to track if a client is exceeding its rate limit. When fired this event contains information about the request such as client device and ip details.,system
2020.06.1,systemcsvimportuser,system.csv.import_user,app.csv.import_user.skipped_user|app.csv.import_user.skipped_user.unknown_user,0,0,Import of user from CSV is skipped. Informs when import of a user from CSV has been skipped due to reasons such as missing required attributes or unknown unique identifier. This event is logged when import of a user is skipped during CSV directory import workflow for on-premises systems using Okta provisioning agent.,system
2018.28,systemcustomerrorupdate,system.custom_error.update,system.custom_error.update,1,0,Custom Error page is updated. Can be used to identify when an admin has customized the Error page. Event fired when Error page is successfully updated.,admin
2020.12.0,systemcustomsigninupdate,system.custom_signin.update,system.custom_signin.update,1,1,Custom Sign in page is updated. Can be used to identify when an admin has customized the Okta-hosted Sign-In Widget. Event fired when Okta-hosted Sign-In Widget is successfully updated.,admin
2020.12.0,systemcustomurldomaincertrenew,system.custom_url_domain.cert_renew,system.custom_url_domain.cert_renew,1,0,Okta managed certificates for custom URL domain are renewed. Can be used to identify when okta managed certificate renewal batch job has renewed certificates for custom URL domain. When fired the event contains information about the domain name and certificate source type.,system
2021.11.0,systemcustomurldomaincertupload,system.custom_url_domain.cert_upload,system.custom_url_domain.cert_upload,1,1,Custom URL domain certificates are uploaded by an admin or generated by Okta. Can be used to identify when custom domain certificates are uploaded by an admin or generated by Okta. When fired the event contains information about the domain name and certificate source type.,admin|system
2020.12.0,systemcustomurldomaindelete,system.custom_url_domain.delete,system.custom_url_domain.delete,1,1,Custom URL domain is deleted. Can be used to identify when an admin has deleted their custom URL domain. When fired the event contains information about the domain name that was deleted.,admin
2021.11.0,systemcustomurldomaininitiate,system.custom_url_domain.initiate,system.custom_url_domain.initiate,1,1,Custom URL domain setup is initiated. Admin has initiated custom URL domain setup by inputting their custom domain for DNS verification. When fired the event contains information about the domain name certificate source type and domain validation status.,admin
2020.12.0,systemcustomurldomainverify,system.custom_url_domain.verify,system.custom_url_domain.verify,1,0,Custom URL domain name ownership is successfully verified by Okta. Identifies when an admin has successfully verified the ownership of the domain name. When fired the event contains information about the domain name certificate source type and domain validation status.,admin
2020.12.0,systemdirectorydebuggerextend,system.directory.debugger.extend,"platform.directory.debugger.extend
",1,0,Extend Directory Debugger access for Okta support. This can be used to audit the Directory Debugger access extension. When fired this event contains information about Directory Debugger access extension.,agent
2019.09.0,systemdirectorydebuggergrant,system.directory.debugger.grant,"platform.directory.debugger.grant
",1,0,Grant Directory Debugger access for Okta support. This can be used to audit the Directory Debugger access grants to Okta support. When fired this event contains information about Directory Debugger access grant.,agent
2019.09.0,systemdirectorydebuggerqueryexecuted,system.directory.debugger.query_executed,"platform.directory.debugger.query.executed
",0,0,A read-only query executed against AD/LDAP instance by Okta support using the Directory Debugger tool. This can be used to audit the queries executed by Okta support using Directory Debugger. When fired this event contains information about Directory Debugger query.,agent
2019.09.0,systemdirectorydebuggerrevoke,system.directory.debugger.revoke,"platform.directory.debugger.revoke
",1,0,Revoke Directory Debugger access for Okta support. This can be used to audit the Directory Debugger access revoke. When fired this event contains information about Directory Debugger access revoke.,agent
2019.09.0,systememailaccountunlocksentmessage,system.email.account_unlock.sent_message,"core.user.email.message_sent.self_service.account_unlock
",0,0,Send self-service account unlock email.,email
2016.13,systememailchallengefactorredeemed,system.email.challenge_factor_redeemed,"system.email.challenge_factor_redeemed
",0,0,This event indicates that a user completed an email factor challenge. This can be used to identify when a credential sent in an email to a user has been redeemed (the link was clicked or the code was entered). When fired this event contains information about the result. Success if successful or error reasons should be present for failure cases (e.g. incorrect code timeout expired etc.). The event also contains a debugData with the action (the link was clicked or the code was entered).,email
2019.07.0,systememailmfaenrollnotificationsentmessage,system.email.mfa_enroll_notification.sent_message,"core.user.email.message_sent.mfa_enroll_notification
",0,0,MFA enrollment notification email sent. Used to notify admins MFA enrollment notification email has been sent.,email
2019.01.1,systememailmfaresetnotificationsentmessage,system.email.mfa_reset_notification.sent_message,"core.user.email.message_sent.mfa_reset_notification
",0,0,MFA reset notification email sent. Used to notify admins MFA reset notification email has been sent.,email
2019.01.1,systememailnewdevicenotificationsentmessage,system.email.new_device_notification.sent_message,"core.user.email.message_sent.new_device_notification
",0,0,New device signin notification email sent.,email
2016.13,systememailpasswordresetsentmessage,system.email.password_reset.sent_message,"core.user.email.message_sent.self_service.password_reset
",0,0,Send self-service password reset email.,email
2016.13,systememailsendfactorverifymessage,system.email.send_factor_verify_message,"system.email.send_factor_verify_message
",0,0,An email was sent to a user for verification. Used to notify admins that an email was sent to a user for verification. When fired this event contains information about the token lifetime in the debugData.,email
2019.07.0,systememailtemplatecreate,system.email.template.create,system.email.template.create,1,0,This event is fired when a custom email template is created. Developers and Org Admins can use this to identify when a default email template has been overridden with a new template. The event details can be used to identify the template type and template engine. Usually this event will precede system.email.template.update or system.email.template.delete events.,admin|email
